,Unnamed: 0,Unnamed: 0.1,tweet_id,created_at,text,likes,retweeted,location,language,airline,string_text,subjectivity,polarity,sentiment,reason,cancel,staff,flight,cost,refund,customrt service,experience
153,321,118,1335537274860294144,2020-12-06 10:51:14,"['virginatlantic', 'finished', 'thanks', 'suggesting', 'anyone', 'else', 'want', 'draw']",0,False,Israel 🇮🇱,en,Virgin Atlantic,virginatlantic finished thanks suggesting anyone else want draw,0.2,0.2,Positive,['least'],0,0,0,0,0,0,0
154,323,121,1335517028275392512,2020-12-06 09:30:46,"['virginatlantic', 'finished', 'thanks', 'suggesting', 'anyone', 'else', 'want']",20,False,Hornchurch🇬🇧,en,Virgin Atlantic,virginatlantic finished thanks suggesting anyone else want,0.2,0.2,Positive,['action'],0,0,0,0,0,0,0
155,326,125,1335503079089770501,2020-12-06 08:35:21,"['today', 'start', 'bridgetown', 'route', 'first', 'time', 'since', 'pandemic']",0,False,,en,Virgin Atlantic,today start bridgetown route first time since pandemic,0.3333333333333333,0.25,Positive,['victim'],0,0,0,0,0,0,0
156,327,126,1335485171722821632,2020-12-06 07:24:11,"['today', 'start', 'bridgetown', 'route', 'first', 'time', 'since', 'pandemic', 'boeing']",0,False,,en,Virgin Atlantic,today start bridgetown route first time since pandemic boeing,0.3333333333333333,0.25,Positive,['challenging'],0,0,0,0,0,0,0
157,329,131,1335358537447469058,2020-12-05 23:00:59,"['first', 'back', 'virginatlantic', 'virginholidays']",4,False,St.Helens,en,Virgin Atlantic,first back virginatlantic virginholidays,0.16666666666666666,0.125,Positive,['delighted'],0,0,0,0,1,0,0
158,332,138,1335337887559245831,2020-12-05 21:38:56,"['today', 'start', 'bridgetown', 'route', 'first', 'time', 'since', 'pandemic', 'boeing']",16,False,,en,Virgin Atlantic,today start bridgetown route first time since pandemic boeing,0.3333333333333333,0.25,Positive,['seamlessly'],0,0,0,0,0,0,0
159,333,140,1335310279278800899,2020-12-05 19:49:14,"['fabulous', 'record', 'departure', 'perfect', 'soundtrack', 'jones', 'talent', 'please', 'take']",22,False,"Pinal Airpark, Marana, AZ",en,Virgin Atlantic,fabulous record departure perfect soundtrack jones talent please take,1.0,0.7,Positive,['famous'],0,0,0,0,0,0,0
160,334,141,1335306683954974721,2020-12-05 19:34:56,"['gvros', 'wrong', 'could', 'never', 'replace', 'iconic', 'legendary', 'boeing', 'always']",1,False,,en,Virgin Atlantic,gvros wrong could never replace iconic legendary boeing always,0.7999999999999999,0.3333333333333333,Positive,"['horrible', 'terrifying', 'careful']",0,0,0,0,0,0,0
161,335,143,1335271953981190144,2020-12-05 17:16:56,"['farewell', 'favorite', 'shot', 'taken']",39,False,"New York, NY",en,Virgin Atlantic,farewell favorite shot taken,1.0,0.5,Positive,['enjoy'],0,0,0,0,0,0,0
162,339,147,1335259294581846017,2020-12-05 16:26:38,"['much', 'miss', 'admit', 'great', 'looking', 'aircraft', 'airbusintheuk', 'airbus']",8,False,,en,Virgin Atlantic,much miss admit great looking aircraft airbusintheuk airbus,0.475,0.5,Positive,['alarming'],0,0,0,0,0,0,0
163,353,180,1335077592504934401,2020-12-05 04:24:37,"['miss', 'young', 'family', 'time', 'fortunate', 'enough', 'class']",0,False,,en,Virgin Atlantic,miss young family time fortunate enough class,0.5333333333333333,0.16666666666666666,Positive,['seamlessly'],0,0,0,0,0,0,0
164,354,187,1335035990252146688,2020-12-05 01:39:18,"['great', 'news', 'customer', 'virgin', 'atlantic', 'announces', 'restart', 'manchester', 'operation']",0,False,,en,Virgin Atlantic,great news customer virgin atlantic announces restart manchester operation,0.75,0.8,Positive,['thin'],0,0,0,0,0,1,0
165,356,194,1334979765061758979,2020-12-04 21:55:53,"['throwback', 'lovely', 'evening', 'celebration', 'virginatlantic', 'basketmouth', 'oakenevents']",0,False,"Lagos,Nigeria ",en,Virgin Atlantic,throwback lovely evening celebration virginatlantic basketmouth oakenevents,0.75,0.5,Positive,['thin'],0,0,0,0,0,0,0
166,363,227,1334902728397615104,2020-12-04 16:49:46,"['gvros', 'sent', 'picture', 'taken', 'november', 'english', 'rose', 'thank', 'much', 'love']",0,False,3rd Rock From the Sun.,en,Virgin Atlantic,gvros sent picture taken november english rose thank much love,0.5166666666666666,0.3666666666666667,Positive,['newly'],0,0,0,0,0,0,0
167,364,232,1334892227210792961,2020-12-04 16:08:02,"['welcome', 'latest', 'addition', 'fleet', 'gvtea', 'rosie', 'arriving', 'earlier', 'today']",124,False,"Manchester, United Kingdom",en,Virgin Atlantic,welcome latest addition fleet gvtea rosie arriving earlier today,0.7666666666666666,0.43333333333333335,Positive,['better'],0,0,0,0,0,0,0
168,368,244,1334844332617175044,2020-12-04 12:57:43,"['respectful', 'final', 'taxy', 'manchester', 'gvxlg', 'ruby', 'tuesday', 'ground', 'operation', 'vehicle']",0,False,New Caledonia ,en,Virgin Atlantic,respectful final taxy manchester gvxlg ruby tuesday ground operation vehicle,0.85,0.25,Positive,['game'],0,0,0,0,0,0,0
169,369,247,1334820966111842306,2020-12-04 11:24:52,"['sent', 'picture', 'taken', 'november', 'english', 'rose', 'thank']",34,False,"Pinal Airpark, Marana, AZ",en,Virgin Atlantic,sent picture taken november english rose thank,0.475,0.3,Positive,"['disappointed', 'nice', 'hard']",0,0,0,0,0,0,0
170,376,256,1334749391677247488,2020-12-04 06:40:28,"['best', 'virgin', 'atlantic', 'economy', 'seat', 'virginatlantic', 'travel', 'thepositiveproject']",0,False,Global(since 2015),en,Virgin Atlantic,best virgin atlantic economy seat virginatlantic travel thepositiveproject,0.3,1.0,Positive,"['excuse', 'right', 'terrifying']",0,0,0,0,0,0,0
171,377,257,1334650543902400513,2020-12-04 00:07:40,"['remember', 'flying', 'barbarella', 'ruby', 'tuesday', 'surely', 'missed', 'boeing']",4,False,New Mexico,en,Virgin Atlantic,remember flying barbarella ruby tuesday surely missed boeing,0.8888888888888888,0.5,Positive,"['unique', 'extraordinary']",0,0,0,0,0,0,0
172,383,273,1334592263620603911,2020-12-03 20:16:05,"['final', 'time', 'virgin', 'leave', 'manchester', 'glad', 'able', 'catch', 'photo']",0,False,"Liverpool, England",en,Virgin Atlantic,final time virgin leave manchester glad able catch photo,0.875,0.3333333333333333,Positive,['loved'],0,0,0,0,0,0,0
173,387,278,1334571924534538240,2020-12-03 18:55:16,"['gvros', 'gvxlg', 'ruby', 'tuesday', 'landed', 'good', 'luck', 'checking', 'regularly']",0,False,Shepperton England,en,Virgin Atlantic,gvros gvxlg ruby tuesday landed good luck checking regularly,0.3384615384615385,0.35,Positive,"['great', 'ready']",0,0,0,0,0,0,0
174,397,312,1334506341520596994,2020-12-03 14:34:40,"['gvxlg', 'ruby', 'tuesday', 'landed', 'good', 'luck', 'checking', 'regularl']",59,False,"Pinal Airpark, Marana, AZ",en,Virgin Atlantic,gvxlg ruby tuesday landed good luck checking regularl,0.6000000000000001,0.7,Positive,"['enjoy', 'special']",0,0,0,0,0,0,0
175,398,316,1334495530840449026,2020-12-03 13:51:42,"['respectful', 'final', 'taxy', 'manchester', 'gvxlg', 'ruby', 'tuesday', 'ground', 'operation', 'vehicle']",175,False,"Manchester, England",en,Virgin Atlantic,respectful final taxy manchester gvxlg ruby tuesday ground operation vehicle,0.85,0.25,Positive,['celebrated'],0,0,0,0,0,0,0
176,404,338,1334430167335317505,2020-12-03 09:31:59,"['never', 'forget', 'first', 'flight', 'aircraft', 'ruby', 'tuesday', 'mine', 'gatwick']",11,False,"England, United Kingdom",en,Virgin Atlantic,never forget first flight aircraft ruby tuesday mine gatwick,0.3333333333333333,0.25,Positive,['safe'],0,0,1,0,0,0,0
177,406,348,1334411626901098496,2020-12-03 08:18:18,"['coin', 'cost', 'many', 'virginatlantic']",0,False,"Bexhill-on-sea, East Sussex",en,Virgin Atlantic,coin cost many virginatlantic,0.5,0.5,Positive,['tough'],0,0,0,1,0,0,0
178,408,352,1334355249096749059,2020-12-03 04:34:17,"['finding', 'happy', 'place', 'matter', 'happypeople', 'virginatlantic', 'keepingitreal', 'murtala']",0,False,,en,Virgin Atlantic,finding happy place matter happypeople virginatlantic keepingitreal murtala,1.0,0.8,Positive,"['little', 'safe', 'nearly', 'little']",0,0,0,0,0,0,0
179,409,369,1334240583188090880,2020-12-02 20:58:38,"['virgin', 'gvlip', 'final', 'airport', 'ciudad', 'real', 'airport']",185,False,"London, England",en,Virgin Atlantic,virgin gvlip final airport ciudad real airport,0.65,0.1,Positive,['long'],0,0,0,0,0,0,0
180,410,370,1334204744840179714,2020-12-02 18:36:14,"['weird', 'virgin', 'atlantic', 'widebody', 'coming', 'brussels', 'virginatlantic', 'airline', 'flight']",0,False,"England, United Kingdom",en,Virgin Atlantic,weird virgin atlantic widebody coming brussels virginatlantic airline flight,1.0,-0.5,Negative,"['first', 'direct']",0,0,1,0,0,0,0
181,411,371,1334203204163211264,2020-12-02 18:30:06,"['weird', 'virgin', 'atlantic', 'widebody', 'coming', 'brussels', 'virginatlantic', 'airline', 'flight']",1,False,"London, UK",en,Virgin Atlantic,weird virgin atlantic widebody coming brussels virginatlantic airline flight,1.0,-0.5,Negative,"['first', 'direct']",0,0,1,0,0,0,0
182,412,372,1334193552943878151,2020-12-02 17:51:45,"['amazing', 'deal', 'virginatlantic', 'intouchdm', 'open']",0,False,Africa,en,Virgin Atlantic,amazing deal virginatlantic intouchdm open,0.7,0.30000000000000004,Positive,['fail'],0,0,0,1,0,0,0
183,414,378,1334169925489815554,2020-12-02 16:17:52,"['extreme', 'closeup', 'airbus', 'gvjam', 'flight', 'virb', 'london', 'land']",110,False,"LOS ANGELES, CA",en,Virgin Atlantic,extreme closeup airbus gvjam flight virb london land,1.0,-0.125,Negative,['first'],0,0,1,0,0,0,0
184,416,380,1334088849073393664,2020-12-02 10:55:42,"['aviation', 'latest', 'delivered', 'friday', 'evidently']",0,False,"40,000 ft",en,Virgin Atlantic,aviation latest delivered friday evidently,0.575,0.375,Positive,['first'],0,0,1,0,0,0,0
185,417,381,1334068861608620032,2020-12-02 09:36:17,"['still', 'refund', 'absolute', 'joke', 'company']",1,False,"Water Orton, England",en,Virgin Atlantic,still refund absolute joke company,0.9,0.2,Positive,"['free', 'center']",0,0,0,0,1,0,0
186,418,382,1334053480709939207,2020-12-02 08:35:09,"['aviation', 'latest', 'delivered', 'friday']",0,False,,en,Virgin Atlantic,aviation latest delivered friday,0.9,0.5,Positive,['welcome'],0,0,1,0,0,0,0
187,424,390,1333900286474285057,2020-12-01 22:26:25,"['super', 'excited', 'going', 'london', 'jamaica', 'virgin', 'atlantic', 'flight', 'changed', 'need']",0,False,,en,Virgin Atlantic,super excited going london jamaica virgin atlantic flight changed need,0.7083333333333333,0.35416666666666663,Positive,"['amazing', 'amazing', 'light', 'perfect']",0,0,1,0,0,0,0
188,425,391,1333832846381879296,2020-12-01 17:58:26,"['latest', 'delivered', 'friday', 'evid']",21,False,uk,en,Virgin Atlantic,latest delivered friday evid,0.9,0.5,Positive,['light'],0,0,0,0,0,0,0
189,426,392,1333795492594024449,2020-12-01 15:30:00,"['confirms', 'amazing', 'time', 'attitudeawards', 'last', 'year', 'remember']",19,False,"London, UK",en,Virgin Atlantic,confirms amazing time attitudeawards last year remember,0.4833333333333333,0.30000000000000004,Positive,['long'],0,0,0,0,0,0,0
190,428,1,1337155004524793857,2020-12-10 21:59:30,"['previously', 'postponed', 'turkish', 'airline', 'euroleague', 'contest', 'officially', 'rescheduled', 'turkishairlines']",0,False,,en,Turkish airlines,previously postponed turkish airline euroleague contest officially rescheduled turkishairlines,0.16666666666666666,-0.16666666666666666,Negative,['impossible'],0,0,0,0,0,0,0
191,429,2,1337139376934023169,2020-12-10 20:57:24,"['perfect', 'essential', 'courtesy', 'turkishairlines', 'hope']",0,False,,en,Turkish airlines,perfect essential courtesy turkishairlines hope,0.65,0.5,Positive,"['fearful', 'useless']",0,0,0,0,0,0,0
192,433,10,1337102577473818625,2020-12-10 18:31:11,"['perfect', 'essential', 'courtesy', 'turkishairlines', 'hope']",66,False,,en,Turkish airlines,perfect essential courtesy turkishairlines hope,0.65,0.5,Positive,['straight'],0,0,0,0,0,0,0
193,434,13,1337081350483042305,2020-12-10 17:06:50,"['long', 'island', 'federal', 'prosecutor', 'wednesday', 'charged', 'people', 'operating', 'official', 'called', 'massive', 'ille']",0,False,,en,Turkish airlines,long island federal prosecutor wednesday charged people operating official called massive ille,0.7,-0.025,Negative,['long'],0,0,0,0,0,0,0
194,436,16,1337064561418104832,2020-12-10 16:00:07,"['true', 'expression', 'team', 'spirit', 'delivered', 'montenegro', 'rival', 'club', 'buducnost', 'voli', 'podgori']",0,False,,en,Turkish airlines,true expression team spirit delivered montenegro rival club buducnost voli podgori,0.65,0.35,Positive,['long'],0,1,0,0,0,0,0
195,437,17,1337059294894821376,2020-12-10 15:39:11,"['travelagentmall', 'brings', 'best', 'airfare', 'deal', 'turkish', 'airline', 'visit', 'airfare', 'turki']",0,False,,en,Turkish airlines,travelagentmall brings best airfare deal turkish airline visit airfare turki,0.3,1.0,Positive,['attendant'],0,0,0,1,0,0,0
196,439,78,1336995576265789444,2020-12-10 11:26:00,"['airline', 'fast', 'scrambling', 'aircraft', 'cold', 'storage', 'unit', 'deliver', 'covid', 'vaccine']",2,False,New Delhi,en,Turkish airlines,airline fast scrambling aircraft cold storage unit deliver covid vaccine,0.8,-0.2,Negative,['broken'],0,0,0,0,0,0,0
197,440,82,1336977079703891971,2020-12-10 10:12:30,"['enjoy', 'turkishcoffeeday', 'turkishcoffeeday', 'aiming', 'bring', 'coffeeloving', 'country', 'together', 'speci']",0,False,Belgium 📍🇧🇪 / 🇹🇷🇦🇿,en,Turkish airlines,enjoy turkishcoffeeday turkishcoffeeday aiming bring coffeeloving country together speci,0.5,0.4,Positive,['long'],0,0,0,0,0,0,0
198,443,90,1336618773072277504,2020-12-09 10:28:43,"['ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world', 'global']",0,False,"CA, USA",en,Turkish airlines,ready transport covid vaccine turkish cargo carry health world global,0.25,0.1,Positive,['broken'],0,0,1,0,0,0,0
199,445,97,1336603688937418755,2020-12-09 09:28:46,"['turkishairlines', 'turkishcargo', 'ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world']",0,False,"Adıyaman Merkez, Adıyaman",en,Turkish airlines,turkishairlines turkishcargo ready transport covid vaccine turkish cargo carry health world,0.5,0.2,Positive,['great'],0,0,1,0,0,0,0
200,446,98,1336597626721071105,2020-12-09 09:04:41,"['turkishairlines', 'turkishcargo', 'ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health']",3,False,"İstanbul, Türkiye",en,Turkish airlines,turkishairlines turkishcargo ready transport covid vaccine turkish cargo carry health,0.5,0.2,Positive,['fresh'],0,0,1,0,0,0,0
201,449,132,1336280682910412801,2020-12-08 12:05:16,"['ready', 'transport', 'covid', 'vaccine', 'turkish', 'cargo', 'carry', 'health', 'world', 'global']",706,False,Istanbul,en,Turkish airlines,ready transport covid vaccine turkish cargo carry health world global,0.25,0.1,Positive,"['overwhelmingly', 'action']",0,0,1,0,0,0,0
202,451,134,1336247169662263296,2020-12-08 09:52:06,"['mwah', 'comeback', 'great', 'turkishairlines', 'turkishairlinesroblox']",0,False,,en,Turkish airlines,mwah comeback great turkishairlines turkishairlinesroblox,0.75,0.8,Positive,['behind'],0,0,0,0,0,0,0
203,455,138,1336050494821691392,2020-12-07 20:50:35,"['renag', 'boycott', 'turkey', 'nice']",1,False,GAVURISTAN,en,Turkish airlines,renag boycott turkey nice,1.0,0.6,Positive,['negative'],0,0,0,0,0,0,0
204,456,139,1336050394925916160,2020-12-07 20:50:11,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['glad'],0,0,0,0,0,0,0
205,457,140,1336049114241355776,2020-12-07 20:45:06,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['adult'],0,0,0,0,0,0,0
206,458,141,1336048580457418752,2020-12-07 20:42:58,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl', 'sanctionturkey', 'turkiye']",0,False,,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl sanctionturkey turkiye,1.0,0.6,Positive,['first'],0,0,0,0,0,0,0
207,459,142,1336048419115130882,2020-12-07 20:42:20,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl', 'sanctionturkey']",2,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl sanctionturkey,1.0,0.6,Positive,['fresh'],0,0,0,0,0,0,0
208,460,143,1336047939177758720,2020-12-07 20:40:25,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['perfect'],0,0,0,0,0,0,0
209,466,155,1335854770121224193,2020-12-07 07:52:50,"['fethiye', 'antalya', 'artvin', 'mersin', 'researched', 'wonderful', 'trekking', 'route', 'available']",0,False,,en,Turkish airlines,fethiye antalya artvin mersin researched wonderful trekking route available,0.7,0.7,Positive,['long'],0,0,0,0,0,0,0
210,467,156,1335854748923269121,2020-12-07 07:52:45,"['insert', 'cool', 'quote', 'turkishairlines']",0,False,,en,Turkish airlines,insert cool quote turkishairlines,0.65,0.35,Positive,"['first', 'hilarious']",0,0,0,0,0,0,0
211,468,159,1335797395754418178,2020-12-07 04:04:51,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['beautiful'],0,0,0,0,0,0,0
212,470,161,1335785169702191105,2020-12-07 03:16:16,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist', 'dolartl']",1,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist dolartl,1.0,0.6,Positive,['long'],0,0,0,0,0,0,0
213,473,181,1335535271224479744,2020-12-06 10:43:16,"['insert', 'cool', 'quote', 'turkishairlines']",534,False,Istanbul,en,Turkish airlines,insert cool quote turkishairlines,0.65,0.35,Positive,['broken'],0,0,0,0,0,0,0
214,475,187,1335519640588591106,2020-12-06 09:41:09,"['changed', 'airport', 'married', 'couple', 'flying', 'ticket', 'last']",0,False,,en,Turkish airlines,changed airport married couple flying ticket last,0.15833333333333333,0.125,Positive,['latest'],0,0,0,1,0,0,0
215,476,207,1335327219321688064,2020-12-05 20:56:32,"['frequent', 'mile', 'customer', 'turkishairlines', 'thyao', 'sanctionturkey', 'boyc']",0,False,"Malibu, CA",en,Turkish airlines,frequent mile customer turkishairlines thyao sanctionturkey boyc,0.3,0.1,Positive,['latest'],0,0,0,0,0,1,0
216,477,215,1335306264302280709,2020-12-05 19:33:16,"['turkishairlines', 'friendly', 'tеrrог', 'exporter', 'name', 'fresh', 'terrorair', 'http']",0,False,,en,Turkish airlines,turkishairlines friendly tеrrог exporter name fresh terrorair http,0.5,0.3375,Positive,"['spectacular', 'sound']",0,0,0,0,0,0,0
217,478,216,1335306003634671626,2020-12-05 19:32:14,"['turkishairlines', 'friendly', 'tеrrог', 'exporter', 'name', 'fresh', 'terrorair']",5,False,,en,Turkish airlines,turkishairlines friendly tеrrог exporter name fresh terrorair,0.5,0.3375,Positive,['first'],0,0,0,0,0,0,0
218,479,223,1335296317455704065,2020-12-05 18:53:45,"['boycott', 'turkey', 'nice', 'untiltheyarehome', 'usdtry', 'turkishlira', 'bist']",6,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice untiltheyarehome usdtry turkishlira bist,1.0,0.6,Positive,['latest'],0,0,0,0,0,0,0
219,480,238,1335277315857604608,2020-12-05 17:38:15,"['indeed', 'history', 'repeat', 'know', 'boycott', 'turkey', 'nice']",4,False,GAVURISTAN,en,Turkish airlines,indeed history repeat know boycott turkey nice,1.0,0.6,Positive,['latest'],0,0,0,0,0,0,0
220,482,262,1335223229170978817,2020-12-05 14:03:19,"['enjoy', 'turkishcoffeeday', 'turkishcoffeeday', 'aiming', 'bring', 'coffeeloving', 'country', 'together']",588,False,Istanbul,en,Turkish airlines,enjoy turkishcoffeeday turkishcoffeeday aiming bring coffeeloving country together,0.5,0.4,Positive,"['latest', 'high']",0,0,0,0,0,0,0
221,486,266,1334996764168863745,2020-12-04 23:03:26,"['boycott', 'turkey', 'nice', 'usdtry', 'turkishlira', 'bist', 'dolartl']",0,False,,en,Turkish airlines,boycott turkey nice usdtry turkishlira bist dolartl,1.0,0.6,Positive,['usual'],0,0,0,0,0,0,0
222,488,268,1334988493261508612,2020-12-04 22:30:34,"['enjoy', 'limitless', 'freedom', 'travel', 'flexible', 'changing', 'right', 'detailed', 'information', 'flexible']",0,False,,en,Turkish airlines,enjoy limitless freedom travel flexible changing right detailed information flexible,0.5952380952380952,0.361904761904762,Positive,"['newly', 'free']",0,0,0,0,0,0,0
223,490,271,1334953375746514945,2020-12-04 20:11:01,"['boycott', 'turkey', 'nice', 'usdtry', 'turkishlira', 'bist', 'dolartl']",2,False,GAVURISTAN,en,Turkish airlines,boycott turkey nice usdtry turkishlira bist dolartl,1.0,0.6,Positive,['social'],0,0,0,0,0,0,0
224,491,272,1334935039881011200,2020-12-04 18:58:10,"['fragkos', 'turkey', 'allowed', 'currency', 'erdogan', 'filthy', 'mone']",4,False,GAVURISTAN,en,Turkish airlines,fragkos turkey allowed currency erdogan filthy mone,1.0,-0.8,Negative,['large'],0,0,0,0,0,0,0
225,493,280,1334805013483360258,2020-12-04 10:21:29,"['fethiye', 'antalya', 'artvin', 'mersin', 'researched', 'wonderful', 'trekking', 'route', 'available']",488,False,Istanbul,en,Turkish airlines,fethiye antalya artvin mersin researched wonderful trekking route available,0.7,0.7,Positive,"['beautiful', 'love']",0,0,0,0,0,0,0
226,500,288,1334662289937453056,2020-12-04 00:54:21,"['turkish', 'cannibal', 'fooling', 'really', 'think', 'going', 'away']",2,False,GAVURISTAN,en,Turkish airlines,turkish cannibal fooling really think going away,0.2,0.2,Positive,['promising'],0,0,0,0,0,0,0
227,502,290,1334573219295203331,2020-12-03 19:00:25,"['flight', 'plan', 'updated', 'click', 'video', 'meet', 'throughout', 'december', 'safe', 'trave']",0,False,"Istanbul, Turkey",en,Turkish airlines,flight plan updated click video meet throughout december safe trave,0.5,0.5,Positive,['great'],0,0,1,0,0,0,0
228,504,298,1334498546612101122,2020-12-03 14:03:41,"['thank', 'much', 'info', 'excellent', 'costumer', 'support', 'service', 'helpdesk', 'turkishairlines']",0,False,,en,Turkish airlines,thank much info excellent costumer support service helpdesk turkishairlines,0.6,0.6,Positive,['beautiful'],0,0,0,0,0,1,0
229,505,299,1334495203802091520,2020-12-03 13:50:24,"['helpdesk', 'explained', 'situation', 'please', 'clarify', 'information', 'many', 'thanks', 'turkishairlines']",0,False,,en,Turkish airlines,helpdesk explained situation please clarify information many thanks turkishairlines,0.35,0.35,Positive,['beautiful'],0,0,0,0,0,0,0
230,506,300,1334484564786499590,2020-12-03 13:08:08,"['acid', 'victim', 'burnt', 'jealous', 'exlover', 'shsm', 'treatment']",0,False,Uganda,en,Turkish airlines,acid victim burnt jealous exlover shsm treatment,0.05,-0.07500000000000001,Negative,['first'],0,0,0,0,0,0,0
231,508,309,1334463897542270976,2020-12-03 11:46:00,"['happy', 'partner', 'airline', 'turkishairlines', 'launching', 'flight', 'wewilltravelagain']",1,False,"Wilmington, DE",en,Turkish airlines,happy partner airline turkishairlines launching flight wewilltravelagain,1.0,0.8,Positive,['luckily'],0,0,1,0,0,0,0
232,510,311,1334402427148259329,2020-12-03 07:41:45,"['dont', 'comply', 'transport', 'operator', 'performing', 'flight', 'shall', 'liable']",1,False,,en,Turkish airlines,dont comply transport operator performing flight shall liable,0.5,-0.1,Negative,['great'],0,0,1,0,0,0,0
233,514,316,1334272585949995010,2020-12-02 23:05:48,"['boom', 'headrest', 'designed', 'provide', 'complete', 'neck', 'head', 'support', 'ensuring', 'orthopedic', 'health', 'comfort']",0,False,,en,Turkish airlines,boom headrest designed provide complete neck head support ensuring orthopedic health comfort,0.4,0.1,Positive,['nice'],0,0,0,0,0,1,0
234,515,318,1334256952260485120,2020-12-02 22:03:41,"['anyone', 'surprised', 'massive', 'worldwide', 'turkey', 'boycott', 'going', 'right']",6,False,GAVURISTAN,en,Turkish airlines,anyone surprised massive worldwide turkey boycott going right,0.8119047619047618,0.12857142857142856,Positive,"['honestly', 'heavily']",0,0,0,0,0,0,0
235,519,325,1334197851426054149,2020-12-02 18:08:50,"['incompetence', 'worker', 'great', 'prestige', 'passen']",1,False,caracas,en,Turkish airlines,incompetence worker great prestige passen,0.75,0.8,Positive,['popular'],0,1,0,0,0,0,0
236,521,327,1334173331101265921,2020-12-02 16:31:24,"['salute', 'five', 'eurocups', 'seniormost', 'player', 'leader', 'least', 'year', 'type']",0,False,,en,Turkish airlines,salute five eurocups seniormost player leader least year type,0.4,-0.3,Negative,['forced'],0,0,0,0,0,0,0
237,523,329,1334166537599586308,2020-12-02 16:04:24,"['arab', 'outlet', 'reported', 'turkish', 'military', 'cargo', 'plane', 'unloaded', 'cargo', 'tuesday', 'alwattaya', 'base']",0,False,,en,Turkish airlines,arab outlet reported turkish military cargo plane unloaded cargo tuesday alwattaya base,0.55,-0.45,Negative,['action'],0,0,0,0,0,0,0
238,524,338,1334063741424578561,2020-12-02 09:15:56,"['turkish', 'airline', 'playing', 'game', 'refund', 'passenger', 'turkey', 'turkishairlines', 'travel']",5,False,"Milano, Italy",en,Turkish airlines,turkish airline playing game refund passenger turkey turkishairlines travel,0.4,-0.4,Negative,['first'],0,0,0,0,1,0,0
239,525,340,1334063260178538496,2020-12-02 09:14:01,"['flight', 'plan', 'updated', 'click', 'video', 'meet', 'throughout', 'december', 'safe']",575,False,Istanbul,en,Turkish airlines,flight plan updated click video meet throughout december safe,0.5,0.5,Positive,['right'],0,0,1,0,0,0,0
240,526,341,1334039213885546504,2020-12-02 07:38:28,"['wrong', 'turkishairlines', 'asked', 'time', 'partial', 'refund', 'according', 'ticket']",2,False,,en,Turkish airlines,wrong turkishairlines asked time partial refund according ticket,0.6,-0.3,Negative,['sorry'],0,0,0,1,1,0,0
241,528,343,1333912126239469568,2020-12-01 23:13:28,"['olimpia', 'milano', 'survived', 'tough', 'finale', 'aviv', 'help', 'delaney', 'turkishairlines']",0,False,,en,Turkish airlines,olimpia milano survived tough finale aviv help delaney turkishairlines,0.8333333333333334,-0.3888888888888889,Negative,"['responsible', 'directly']",0,0,0,0,0,0,0
242,531,346,1333840861193441287,2020-12-01 18:30:17,"['authority', 'answer', 'direct', 'question', 'regarding', 'file', 'still', 'ignoring', 'direct', 'question']",1,False,,en,Turkish airlines,authority answer direct question regarding file still ignoring direct question,0.4,0.1,Positive,['legal'],0,0,0,0,0,0,0
